ID,Band_Name,Country,Band_Status,Band_Formation,Band_Genre,Band_Theme,Band_Active_Status
8056,GodPuppet,Germany,Active,2011,Rock,N/A,2011-present
8057,Gods in Graves,United States,Active,N/A,Alternative,N/A,2007-? (as Skin Canvas)| ?-present
8058,Gods of Emptiness,Germany,Split-up,1995,Alternative,Gore| Death| Politics,1995-?| ?-2009
8059,Gods of War,United Kingdom,Split-up,2009,Alternative,War| Vikings| Apocalypse,2009-2015
8060,Godvlad,Portugal,Active,2006,Pop,N/A,2006-present
8061,GodZero,Lithuania,Split-up,1998,Pop,N/A,1998-?
8062,Godzilla,Indonesia,Active,1995,Pop,Politics| Gore,1995-present
8063,Gojira,France,Active,2001,Pop,Life| Death| Spirituality| Ecology,1996-2001 (as Godzilla)| 2001-present
8064,Golgotha,Canada,Changed name,2004,Alternative,Battle| Death| Honour,2004-2007| 2007-2011 (as Archon Legion)
8065,Gomorrah,Canada,Active,2006,Pop,War| Epic Battles,2006-present
8066,Gomorrah,United States,Changed name,2012,Alternative,Supernatural| Afterlife| Video Games,2012-2016| 2016-present (as Lucis Absentia)
8067,Gomorrha,Germany,Active,2008,Pop,N/A,2008-present
8068,Gomory,France,Active,2001,Alternative,World issues| Inner struggles,2001-present
8069,Gone in April,International,Active,2010,Dance,Memories,2010-present
8070,Gone Sadness,Germany,Changed name,1993,Alternative,Hopelessness| Emptiness| Grief,1993-?
8071,Gonger-Om,Germany,Active,N/A,Alternative,N/A,N/A
8072,Gonorrhoea,Indonesia,Active,1999,Adult Alternative,N/A,1999-present
8073,Gonorrhoeaction,Germany,Changed name,2000,Alternative,Sickness| Gore| Death| Torture| Disease| Excrement,2000-2003| 2003-present (as Certified Insane)
8074,Goodbye to the Bad Guy,United Kingdom,Active,N/A,Alternative,N/A,N/A
8075,Gor Dur,Italy,Split-up,2008,Alternative,Anti-christianity| Satanism| Metal| War| Death,2008-2011
8076,Goratory,United States,Active,2000,Rock,Perversion| Sick Humour,2000-present| 2016-present
8077,Gore,Peru,Active,1999,Alternative,Gore,1999-present
8078,Gore and Carnage,Mexico,Active,2005,Alternative,Porn| Gore| Death,2005-present
8079,Gore Cadaver,United States,Split-up,2010,Dance,Death| Whores| Politics,2010-2012
8080,Gorebound,United Kingdom,Unknown,2008,Alternative,Gore| Sickness| Murders| Blood,2008-?
8081,Gored,Japan,Split-up,2004,Pop,Gore| Madness,2004-?
8082,Goregod,Ukraine,Split-up,2001,Rock,Gore| Death| Pain,2001-?
8083,Goremitory,Philippines,Active,2009,Alternative,Existence| Alcohol| Grotesqueries| Porn| Serial Killings| Rape| Genocide,2009-present
8084,Goremonger,United States,Active,2004,Rock,Gore| Porn,2004-present
8085,Gorepoflesh,Nicaragua,Active,2003,Rock,Sex| Rape| Gore,1997-2003 (as Cabal)| 2003-present
8086,Gorepot,Taiwan,Active,2008,Alternative,Cannabis| Sex| Humour| Violence| Memes,2008-present
8087,Gorerot,United States,Unknown,N/A,Alternative,Mutilation| Death| Gore| Religion,N/A
8088,Gorerotted,United Kingdom,Changed name,1997,Rock,Gore| Torture (early)| Alcohol/Drug Abuse (later),1997-2008| 2008-2014 (as The Rotted)
8089,Gorevenge,Russia,Unknown,2002,Rock,Sadness| Solitude| Dreamings,2002-?
8090,Gorgon,France,Active,2013,Pop,Greek Mythology,2013-present
8091,Gorguts,Canada,Active,1989,Rock,Death| Illness (early)| Mysticism| Legends| History| Politics (later),1989-2005| 2008-present
8092,Gorod,France,Active,2005,Pop,Conceptual Story,1997-2005 (as Gorgasm)| 2005-present
8093,Gortology,New Zealand,Active,2004,Rock,Gore,2004-2009| 2010-present
8094,Got Me Blind,Indonesia,Unknown,2000,Rock,N/A,2000-?
8095,Gothica,Nepal,Split-up,N/A,Rock,N/A,N/A
8096,Gothmog,Poland,On hold,2000,Pop,N/A,2000-?
8097,Gottes Krieg,Mexico,Active,1999,Alternative,Medieval Themes| War| Destruction| Blood| Torture,1999-present
8098,Gozo,Brazil,Active,2012,Rock,Rape| Pigs| Gore,2012-present
8099,Grace Disgraced,Russia,Active,2004,Alternative,Humanity| Philosophy| Suffering,2004-present
8100,Gradius,United States,Split-up,N/A,Pop,N/A,?-2014
8101,Grailknights,Germany,Active,2002,Pop,Knighthood| Quest for the Grail| Death,? (as Galactic Grailknights)| 2002-present
8102,Grand Extreme Black,Japan,Active,N/A,Rock,N/A,N/A
8103,Grand Failure,Germany,Split-up,2002,Rock,N/A,2002-?
8104,GrandExit,Sweden,Active,2010,Rock,N/A,1999-2001 (as Rage Anthem)| 2001-2002 (as Wargasm)| 2002-2010 (as Vicious)| 2010-present
8105,Grandma,Argentina,Split-up,2003,Alternative,Gore| Death| Humour,2003-?
8106,Grannyfist,Australia,Active,2003,Rock,Violence| Scat| Porn| Sick Humour| Gerontophilia,2003-2004| 2006-present
8107,Grasp of Sense,Netherlands,Split-up,2004,Rock,Personal Struggles| Gore,2004-?
8108,Gravastar,Greece,Active,2014,Rock,Space| Aliens,2014-present
8109,Grave Declaration,Norway,Active,2006,Pop,Christianity,2006-present
8110,Grave Silence,Singapore,Active,2004,Rock,N/A,2004-present
8111,Gravegouger,United States,Split-up,2008,Alternative,Death| Gore| Torture,2008-?
8112,Gravehammer,Germany,Active,2015,Pop,Witch-hunt| Death,2015-present
8113,Gravehammer,Sweden,Changed name,2005,Dance,Demonology| Ancient Gods| Evil,2005-2010| 2010-present (as Ensnared)
8114,Gravehill,United States,Active,2001,Pop,Occultism| Murder| Suicide| Revenge| Death| Life,2001| 2006-present
8115,Graves of Nosgoth,Italy,Active,2009,Pop,Personal Issues| Darkness,2009-present
8116,Graveworm,Bulgaria,Changed name,1992,Pop,N/A,1992-1997| 2009-present (as Angercure)
8117,Graveyard,Germany,Changed name,2002,Soundtrack,N/A,2003-?| 2013-present (as Ceased to Exist)
8118,Gravity of Silence,Russia,Active,2011,Pop,N/A,2011-present
8119,Greedhale,Czech Republic,Active,2012,Pop,N/A,1997-2012 (as Devastathor)| 2012-present
8120,Green Terror,United States,Active,2008,Rock,N/A,2008-present
8121,Greffwe,Sweden,Unknown,1985,Pop,N/A,1985-1992| 2001-?
8122,Gremlin,United States,Active,2013,Pop,Sci-Fi| Horror themes,2013-present
8123,Grendel,Finland,Active,2000,Pop,Feel|Destruction and Still Life,1999-2000 (as Crimson Sky)| 2000-present
8124,Grey Skies Fallen,United States,Active,1997,Pop,Despair| Bleakness,1996-1997 (as Eve of Mourning)| 1997-present
8125,Greybeard,Canada,Active,N/A,Pop,N/A,N/A
8126,Grief of Emerald,Sweden,Active,1990,Rock,Anti-Religion,1990 (as Mandatory)| 1990-1994 (as Emerald)| 1994-present
8127,Grieta,Argentina,Active,2014,Alternative,Human misery,2014-present
8128,Grievers,Italy,Active,2008,Pop,N/A,2008-present
8129,Grill,Australia,Active,2015,Rock,The Macarbe| Ethics| Philosophy| Pantheism,2015-present
8130,Grim Drowsiness,Italy,Split-up,2006,Alternative,N/A,2006-?
8131,Grim Mars,Canada,Active,2011,Alternative,Extraterrestrials| Ancient History| Secret Societies,2004-2011 (as Grim)| 2011-present
8132,Grim Monolith,United States,Active,2005,Dance,N/A,2005-present
8133,Grimegod,Romania,Active,1991,Alternative,Deceptions| Lost Hopes| Suicide and Sadness,1991-present
8134,Grimfist,Norway,Active,2001,Alternative,Satanism| Darkness,2001-?| 2014-present
8135,Grimmthurs,Denmark,Active,2005,Alternative,Philosophy| History| Psychology| Literature| Life & Death| Mythology| Religion,2005-present
8136,Grimslade,Russia,Active,2014,Alternative,Fairy Tales| Fantasy,2014-present
8137,Grind 6|4,Czech Republic,Active,1997,Alternative,Working accidents,1997-present
8138,Grinded Artery,France,Split-up,1995,Alternative,N/A,1995-?
8139,Grindfather,Ukraine,Active,N/A,Alternative,Sex| Violence,N/A
8140,Grindstone,Germany,Unknown,1997,Rock,N/A,1997-?
8141,Grindustry,Netherlands,Split-up,2003,Alternative,War| Social themes,2003-2007
8142,Grinroth,Netherlands,Split-up,2001,Alternative,Hate| Death,2001-2006
8143,Grippiud,Australia,Active,2002,Alternative,N/A,2002-present
8144,Grog,Portugal,Active,1991,Dance,Gore| Sex| Porn| Death,1991-present
8145,Groke's Clan,Finland,Active,2001,Alternative,N/A,2001-present
8146,Gross,United States,Split-up,1999,Alternative,N/A,1999-2016
8147,Grotesque,Finland,Split-up,2005,Alternative,Suicide| Misery,2005-?
8148,Grotesque Disfigurement,United States,Active,2006,Alternative,Gore| Sickness| Pathologies| Murders,2006-present
8149,Grotesque Embalment,Ireland,Unknown,2004,Alternative,Gore,2004-?
8150,Grotesque Impalement,Germany,Changed name,2000,Alternative,Gore| Insanity| Individualism| Society,2000-2011| 2011-present (as Algetic)
8151,Ground Zero,Italy,Changed name,2004,Alternative,Horror| Porn,2004-2008| 2008-present (as 5 Star Grave)
8152,Ground:Xero,United States,Changed name,1999,Rock,N/A,1999-?| ?-present (as Soniq Armada)
8153,Groundswell,Ukraine,Split-up,1999,Alternative,N/A,1999-?
8154,Grove,United States,Active,2005,Alternative,Mythology| Lovecraft| Sorrow,2005-present
8155,Growth,Germany,Active,N/A,Rock,N/A,N/A
8156,Gruff,Germany,Split-up,1994,Rock,N/A,1994-?
8157,Grungy Morphins,India,Active,2000,Alternative,Anti-Terrorist| Myths,2000-present
8158,Gruntslug,Germany,Split-up,2001,Rock,Mankind| Society| Hatred| Misery,2001-?
8159,Grämlich,South Africa,Split-up,1997,Rock,N/A,1997-?
8160,Guehenom,Brazil,Active,1992,Alternative,Epic themes,1992-1998| 2013-present
8161,Guerra,United States,Active,2002,Rock,Sociopolitical Commentary| Anger| Violence,2002-present
8162,Guiding Light Demise,Germany,Active,2008,Rock,N/A,2008-present
8163,Guild of Destruction,Australia,Active,2002,Rock,Life Experiences| Death| War,2002-present
8164,Guillen,United States,Active,2011,Alternative,N/A,2011-present
8165,Guillotine,Syria,Split-up,2010,Elektroniskt,Blasphemy,2010-?
8166,Guillotined,Philippines,Active,2009,Alternative,Gore| Butchery,2009-present
8167,Gund,United States,Active,2008,Alternative,N/A,2008-present
8168,Gunmetal Grey,United States,Split-up,2002,Alternative,Life| Emotions,2002-?
8169,Gunsen,Poland,Active,2006,Alternative,Instrumental,2006-present
8170,Gust in Grief,Russia,Active,2007,Alternative,N/A,2007-present
8171,Gut Bucket,United States,Active,2005,Alternative,Gore| Death| Sex,2005-present
8172,Guthorm,Mexico,Active,2012,Alternative,N/A,2012-present
8173,Gutrot,United States,Active,2003,Alternative,Porn| Gore,2003-?| 2012-present
8174,Gutted Souls,Brazil,Active,2004,Alternative,Politics| Psychology| Fourth Way| Pathocracy| Psychopathy,2001 (as Supreme Memorial)| 2001-2002 (as Death Beholder)| 2002-2003 (as Necropedophile)| 2003-2004 (as Xenophobia)| 2004-present
8175,Gutter Slut,Czech Republic,Active,2013,Elektroniskt,N/A,2013-present
8176,Guttural Decay,Russia,Active,2007,Rock,Gore| Perverse| Torture,2007-present
8177,Guttural Slug,Denmark,Active,2012,Alternative,Gore| Insanity| Death,2012-present
8178,Gwynbleidd,United States,Active,2002,Alternative,N/A,2002-present
8179,Gynecrology,France,Split-up,2002,Alternative,Instrumental,2002-?
8180,Göät Dëströyër 666,Australia,Active,N/A,Alternative,Goat Worship,N/A
8181,Habitante,Chile,Active,2014,Rock,Darkness| Personal Issues,2013-2014 (as Perseverance)| 2014-present
8182,Haborim,Argentina,Active,2001,Alternative,Conceptual,2001-present
8183,Haboryn,Venezuela,Active,2004,Rock,Human| Devastation| Darkness,2004-present
8184,HackxWhore,Australia,Active,2006,Alternative,Gore| Sadism| Sick Humour| Misogyny| Snuff,2006-2013| 2013-present
8185,Hacride,France,Active,2001,Rock,Society| Religion| Self-Actualization,2001-present
8186,Hadea,United States,Active,2013,Rock,N/A,1998-2013 (as Gollum)| 2013-present
8187,Hadean Reign,United States,Split-up,2008,Alternative,N/A,2005-2008 (as Total Ruination)| 2008-2012
8188,Hadriel,Sweden,Active,2007,Alternative,N/A,2007-present
8189,Haematic Hate,Germany,Split-up,2007,Rock,N/A,2007-2013
8190,Haemic,International,Active,2011,Rock,N/A,2011-present
8191,Haemorr Drench,Russia,Active,2003,Rock,N/A,2003-present
8192,Haemorrhagic Diarrhea,Poland,Active,2012,Rock,N/A,2012-present
8193,Haiduk,Canada,Active,2009,Rock,Supernatural| Fantasy| Black Magic| Darkness| Nature,2009-present
8194,Hailstone,Germany,Active,2008,Alternative,N/A,2008-present
8195,Hairy Hole,International,Active,2007,Alternativ vuxen,Sex| Black Humour| Serial Killers| Love,2007-present
8196,Halahkuh,India,Active,2011,Rock,N/A,2011-present
8197,Half Past Death,Germany,Active,2008,Alternative,N/A,2008-present
8198,Halmyris,Romania,Active,2013,Rock,Human Condition| Existentialism| Suicide| Death| Religion,2013-present
8199,Halothane,United States,Active,2010,Rock,N/A,2010-present
8200,Hammathaz,Brazil,Active,2003,Rock,Humanity,2003-present
8201,Hammer Horde,United States,Active,2007,Rock,Vikings| Warfare| Battles| Mythology| Sea Travel,2007-present
8202,Hammer of God,El Salvador,Active,2014,Rock,Christianity| Faith,2014-present
8203,Hammer Persuasion,Australia,Active,2008,Alternative,N/A,2008-present
8204,Hand of Annihilation,United States,Active,2013,Dance,N/A,2013-present
8205,Hand of the Horsewitch,Canada,Active,2008,Rock,Nature| The Underworld| Magic| Occultism,2008-present
8206,Hands of Despair,Canada,Active,2011,Pop,N/A,2011-present
8207,Hands of Fate,Germany,Split-up,1997,Alternative,N/A,1997-2008
8208,Hands of Thieves,United States,Active,N/A,Alternative,N/A,N/A
8209,Handsaw,Brazil,Active,2011,Pop,Violence| Mindtrip| Mental Disorders,2011-present
8210,Hanging Garden,Finland,Active,2004,Rock,Melancholy| Despair| Darkness,2004-present
8211,Hardgore,United States,Split-up,1999,Alternative,N/A,1999-?
8212,Hargh,Italy,Split-up,2007,Pop,War| Thrashing| Anti-Religion,2007-2010
8213,Harkane,Italy,Active,2014,Alternative,N/A,2014-present
8214,Harkla,Sweden,Active,2013,Alternative,N/A,2013-present
8215,Harlots,United States,Split-up,2003,Alternative,Violence| Cruelty| Depression| Destruction,2003-2009
8216,Harmony Disorder,United Kingdom,Split-up,2012,Alternative,N/A,2012-2016
8217,Harmony in Grotesque,Russia,Active,1998,Alternative,Nature| Psychology,1998-present
8218,Harpia Deiis,Austria,Active,2009,Pop,N/A,2002-2009 (as Onass)| 2009-present
8219,Harvest Aflame,Norway,On hold,2005,Alternative,N/A,2005-present
8220,Hasteblood,Germany,Active,2004,Alternative,N/A,2004-present
8221,Hate Fusion,Argentina,Active,2006,Alternative,N/A,2006-present
8222,Hate God Breed,Japan,Active,2003,Alternative,Death| Violence,2003-present
8223,Hate in Hands,Russia,Active,2010,Alternative,N/A,2010-present
8224,Hate Legions,Spain,Active,2005,Alternative,Anti-human| Anti-christianism| Death,2005-present
8225,Hate Preacher,Germany,Split-up,2011,Alternative,N/A,2011-2014
8226,Hate Seven,Germany,Changed name,2004,Alternative,N/A,2004-?| ? (as I| Nero)
8227,Hatefuck,United States,On hold,2013,Alternative,Crude Humour| Nonsense| Violence| Drugs| Fat People,2013-2016
8228,Hatefury,Finland,Active,2003,Alternative,Satan| Hate| War| Kill| Anti-Religion| Gore,2003-present
8229,Hatemachine,Germany,Split-up,2002,Rock,Gore| War| Violence| The Beyond,2002-?
8230,HateSower,Italy,Active,2009,Alternative,N/A,2001-2009 (as Inside)| 2009-present
8231,HateSphere,Denmark,Active,2001,Alternative,Inner struggles| Hate| Violence,? (as Cauterized)| 1993-2001 (as Necrosis)| 2001-present
8232,Hatestream,Finland,Unknown,2003,Pop,Hatred| society| stalking| violence,2003-?
8233,Hatestroke,Indonesia,Active,2005,Soundtracks,N/A,2004-2005 (as Downstroke)| 2005-present
8234,Hatework,United States,Split-up,1996,Alternative,N/A,1996-?
8235,Hathor,Brazil,Split-up,1992,Alternative,Anti-religion,1990-1992 (as Christ's Death)| 1992-?
8236,Hathorious,Egypt,Active,2009,Alternative,N/A,2009-present
8237,Hatursvart,Faroe Islands,Split-up,2010,Rock,Dark Themes| Horror Stories,2010-2012
8238,Haunted Visions,Norway,Unknown,2003,Alternative,Death| War| Mankind,2003-?
8239,Hauser,Brazil,Active,N/A,Rock,N/A,N/A
8240,Havoc System,United Kingdom,Split-up,2008,Alternative,N/A,2008-?
8241,Havoc Unit,Finland,Changed name,2005,Dance,Religion| Self-exploration| Society,1989-1992 (as Festerday)| 1992 (as Cardinal)| 1992-1993 (as Peacefrog)| 1993-1994 (as Raw Energy)| 1995-2005 (as ...and Oceans)| 2005-2013| 2013-present (as Festerday)
8242,Havocation,Sweden,Active,N/A,Alternative,N/A,N/A
8243,HAVOCxx,United States,Changed name,2005,Rock,N/A,2005-2008| 2008-present (as Braver)
8244,Hawkstone,Austria,Unknown,2004,Alternative,N/A,2004-?
8245,Hawthorn,Poland,Split-up,1993,Alternativ vuxen,N/A,1993-?
8246,HDK,Netherlands,Active,2005,Alternative,Modern Life| Anger| Stress,2005-present
8247,Head Hammer,Australia,Active,2004,Rock,N/A,2004-present
8248,Head Takers,France,Active,2005,Alternative,N/A,2005-present
8249,Headless Cross,Japan,Changed name,2003,Alternative,N/A,2003-?| ?-present (as Black Pearl)
8250,Headmeat,Belgium,Active,1998,Alternativ vuxen,Death| Gore| Morbidity,1998-present
8251,Healer,Russia,Active,2008,Pop,Social issues| Anti-religious,2008-present
8252,Hear the Fear,Denmark,Split-up,2006,Alternative,N/A,2006-2011
8253,Heart Failure,Italy,Active,1999,Alternative,Decay| death| gore,1999-2004| 2007-present
8254,Heathen Shrine,United States,Active,2005,Alternativ vuxen,Esotericism| Occultism| Norse Paganism,2004 (as Sasquatch)| 2004-2005 (as Fenris)| 2005 (as Serpentine)| 2005| 2005-present
8255,Heaven Shall Burn,Germany,Active,1996,Alternative,Society| Anti-Fascism| Anti-Racism| Animal Rights,1996-1997 (as Consense)| 1997-present
8256,Heavenshore,Spain,Split-up,2005,Alternative,N/A,2005-?
8257,Heavy Metal Kneesocks,Japan,Active,N/A,Alternativ vuxen,Anime| Hentai| Gore| Insanity,N/A
8258,Heavy Mozart,Netherlands,Changed name,1994,Alternative,N/A,1994-?| ?-2001 (as Detonate)| 2001-present (as Carceri)
8259,Hecate Enthroned,United Kingdom,Active,1995,Soundtracks,Satanism| Anti-Christianity| Death| Hate,? (as Amethyst)| 1993-1995 (as Daemonum)| 1995-present
8260,Hecatomb,Australia,Split-up,1987,Alternative,Darkness| Hate,1987-1993
8261,Hecatomb,United States,Split-up,2008,Alternativ vuxen,Nihilism| Loss| Visions of Disasters| Hate| Sorrow,2008-?
8262,Hecatombe,Reunion,Active,2009,Alternative,N/A,2009-present
8263,Hedera,Switzerland,Active,2011,Alternative,History,2011-present
8264,Hedon,Sweden,Active,2012,Rock,N/A,2012-present
8265,Hedon Cries,Greece,Active,2001,Alternative,Personal experiences,2001-present
8266,Hedonistic Exility,Ukraine,Active,2007,Alternative,Hedonism| Nihilism| Misanthropy| Abstract themes,2007-present
8267,Heidon,Singapore,Active,2007,Alternative,N/A,2007-present
8268,Hekata,Russia,Active,2015,Alternative,N/A,2015-present
8269,Hekate,Taiwan,Active,2007,Rock,N/A,2007-present
8270,Hekseri,United States,Active,2004,Dance,Paganism| Occultism| Evil| Darkness| Anti Christ,2004-present
8271,Helgor,Netherlands,Split-up,2000,Alternative,Death| Gore| Apocalyptic| Paganistic,2000-2004
8272,Helguard,Russia,Active,2011,Alternative,N/A,2011-present
8273,Helioss,France,Active,2009,Pop,N/A,2009-present
8274,Helk,Mexico,Active,2008,Rock,Reality| Deep States of Being,2008-present
8275,Hell Breeze,Argentina,Split-up,2010,Rock,Personal issues| Life| Hate,2010-2014
8276,Hell Mouth,France,Split-up,2005,Rock,Convictions| Chaos| Misanthropy,2005-2009
8277,Hell's Infinite VI,United States,Split-up,2002,Alternative,N/A,2002-2008
